
List of user-set options:

                                    Name   Value                used
                   hessian_approximation = limited-memory        yes
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 150                   yes
                             mu_strategy = adaptive              yes
                             output_file = SPARTAN-CombinedIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-007                yes
This is Ipopt version 3.11.0, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:   297047
Number of nonzeros in inequality constraint Jacobian.:    44496
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    20511
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    20511
                     variables with only upper bounds:        0
Total number of equality constraints.................:    16165
Total number of inequality constraints...............:     3105
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:     3105
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0 -1.3843084e+002 8.21e-001 1.00e+002   0.0 0.00e+000    -  0.00e+000 0.00e+000   0
   1 -1.3845027e+002 2.31e-001 5.92e+001  -4.3 8.24e-001    -  2.25e-001 4.08e-001h  1
   2 -1.3853888e+002 1.50e-001 3.84e+001  -4.4 3.72e-001    -  4.25e-001 3.53e-001h  1
   3 -1.3847793e+002 1.42e-001 3.63e+001  -4.7 2.04e-001    -  6.03e-001 5.29e-002h  1
   4 -1.3795116e+002 8.36e-002 2.13e+001  -5.1 1.90e-001    -  3.10e-001 4.11e-001h  1
   5 -1.3778820e+002 6.39e-002 1.75e+001  -5.2 9.69e-002    -  5.46e-001 2.35e-001h  1
   6 -1.3762042e+002 3.72e-002 1.27e+001  -5.6 1.28e-001    -  6.99e-001 4.18e-001h  1
   7 -1.3760640e+002 2.80e-002 1.03e+001  -6.1 2.79e-001    -  6.78e-001 2.47e-001h  1
   8 -1.3768511e+002 1.66e-002 5.93e+000  -6.6 1.46e-001    -  6.60e-001 4.07e-001h  1
   9 -1.3778132e+002 1.30e-002 4.81e+000  -7.0 1.39e-001    -  6.12e-001 2.17e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10 -1.3792231e+002 1.03e-002 3.87e+000  -7.5 2.69e-001    -  4.23e-001 2.07e-001h  1
  11 -1.3793008e+002 1.02e-002 3.84e+000  -7.7 7.44e-001    -  4.69e-001 9.20e-003h  1
  12 -1.3799400e+002 9.35e-003 7.54e+000  -8.0 9.57e-001    -  5.03e-001 8.50e-002h  1
  13 -1.3808915e+002 8.24e-003 5.65e+000  -8.3 1.82e+000    -  4.20e-001 1.18e-001h  1
  14 -1.3808536e+002 3.37e-003 1.49e+000  -4.6 4.06e-001    -  3.38e-001 5.91e-001h  1
  15 -1.3812887e+002 1.57e-003 1.31e+000  -4.8 1.81e-001    -  8.24e-001 8.99e-001h  1
  16 -1.3817825e+002 1.19e-003 9.45e-001  -4.9 3.52e-001    -  9.90e-001 5.44e-001h  1
  17 -1.3825729e+002 1.54e-003 9.64e-001  -5.1 2.12e-001    -  1.00e+000 7.27e-001h  1
  18 -1.3817037e+002 2.35e-003 1.07e+001  -4.5 1.02e+000    -  5.94e-001 2.93e-001h  1
  19 -1.3816883e+002 4.64e-003 1.62e+000  -4.7 3.52e-001    -  9.72e-001 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20 -1.3825085e+002 7.43e-003 3.12e+000  -4.7 5.25e+000    -  3.47e-001 1.31e-001h  1
  21 -1.3826703e+002 3.38e-003 3.24e+000  -4.7 8.97e-001    -  6.38e-001 5.45e-001h  1
  22 -1.3828125e+002 2.54e-003 5.49e+000  -5.0 4.07e-001    -  1.00e+000 2.47e-001h  1
  23 -1.3829572e+002 2.28e-003 1.91e+000  -6.3 2.88e-001    -  8.46e-001 1.04e-001h  1
  24 -1.3829610e+002 1.03e-003 5.48e+000  -5.0 1.58e-001    -  9.91e-001 5.98e-001h  1
  25 -1.3833791e+002 1.61e-003 2.21e+000  -5.2 2.56e-001    -  1.00e+000 5.72e-001h  1
  26 -1.3837402e+002 8.97e-004 1.33e+000  -5.5 2.49e-001    -  8.51e-001 4.43e-001h  1
  27 -1.3837035e+002 8.62e-004 1.05e+001  -4.7 3.71e+000    -  4.45e-001 3.93e-002h  1
  28 -1.3840710e+002 4.49e-003 9.70e+000  -5.0 3.02e+000    -  1.32e-001 2.05e-001h  1
  29 -1.3845160e+002 3.93e-003 1.00e+001 -10.9 9.09e-001    -  3.77e-001 1.26e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30 -1.3857600e+002 3.68e-003 9.21e+000  -4.6 8.21e+000    -  7.62e-002 6.31e-002h  1
  31 -1.3870449e+002 1.96e-003 3.79e+000  -4.7 1.45e+000    -  1.13e-001 4.55e-001h  1
  32 -1.3856676e+002 9.48e-004 5.40e+000  -5.0 1.15e+000    -  9.29e-001 5.17e-001h  1
  33 -1.3855538e+002 9.19e-004 3.33e+000 -11.0 8.92e-001    -  1.29e-001 4.01e-001H  1
  34 -1.3855526e+002 9.12e-004 3.32e+000 -11.0 4.22e-001    -  6.66e-001 7.75e-003h  1
  35 -1.3852116e+002 1.93e-003 3.06e+000  -5.7 4.04e-001    -  1.00e+000 7.21e-001h  1
  36 -1.3854400e+002 1.53e-003 2.39e+000  -5.4 2.54e+000    -  2.78e-001 2.15e-001h  1
  37 -1.3854542e+002 1.47e-003 2.05e+000  -5.7 1.51e+000    -  2.66e-001 3.98e-002h  1
  38 -1.3853350e+002 1.16e-003 1.66e+000  -5.7 2.71e-001    -  6.53e-002 2.63e-001h  1
  39 -1.3854112e+002 2.58e-003 1.36e+000  -5.7 5.72e-001    -  5.33e-001 5.75e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40 -1.3854189e+002 2.45e-003 1.28e+000  -5.7 7.78e-001    -  4.43e-001 5.05e-002h  1
  41 -1.3851413e+002 1.50e-003 1.09e+000  -5.7 1.55e-001    -  4.38e-001 3.87e-001h  1
  42 -1.3850632e+002 1.07e-003 7.26e-001  -5.7 3.42e-001    -  2.18e-001 2.82e-001h  1
  43 -1.3841693e+002 2.49e-003 2.83e+000  -5.2 1.88e-001    -  4.20e-001 1.00e+000f  1
  44 -1.3841650e+002 1.55e-003 9.18e-001  -4.8 2.63e+000    -  3.77e-001 1.32e-001h  1
  45 -1.3845596e+002 2.46e-003 2.12e+000  -5.2 2.52e+000    -  5.75e-001 6.11e-001h  1
  46 -1.3861348e+002 2.66e-002 2.84e+000  -5.2 1.28e+000    -  1.57e-001 1.00e+000h  1
  47 -1.3855759e+002 1.85e-002 1.25e+000  -5.2 6.34e-001    -  4.21e-001 3.02e-001h  1
  48 -1.3852199e+002 1.14e-002 1.18e+000  -5.2 3.69e-001    -  6.91e-001 3.87e-001h  1
  49 -1.3852356e+002 1.05e-002 1.83e+000  -5.2 7.66e-001    -  5.57e-001 7.15e-002h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50 -1.3854378e+002 8.83e-003 1.74e+000  -5.2 1.42e+000    -  3.11e-001 1.63e-001h  1
  51 -1.3852238e+002 2.85e-003 8.30e-001  -5.2 6.03e-001    -  4.20e-001 7.41e-001h  1
  52 -1.3852534e+002 2.57e-003 2.97e+000  -5.2 3.42e-001    -  7.94e-001 9.74e-002h  1
  53 -1.3854968e+002 1.96e-003 1.59e+000  -5.2 5.86e-001    -  1.70e-001 2.40e-001h  1
  54 -1.3855613e+002 1.76e-003 1.42e+000  -5.2 1.67e+000    -  9.73e-002 1.02e-001h  1
  55 -1.3849239e+002 1.65e-003 5.28e-001  -5.2 1.38e-001    -  1.00e+000 1.00e+000h  1
  56 -1.3842363e+002 8.80e-004 1.59e+000  -4.9 2.60e-001    -  1.00e+000 1.00e+000h  1
  57 -1.3847969e+002 2.62e-004 4.37e-001  -5.0 1.52e-001    -  8.87e-001 1.00e+000h  1
  58 -1.3845157e+002 2.93e-004 1.84e+000  -5.0 1.20e-001    -  1.00e+000 5.94e-001h  1
  59 -1.3844266e+002 6.04e-005 3.25e+000  -5.1 7.19e-002    -  9.29e-001 9.65e-001H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60 -1.3841024e+002 1.50e-003 1.33e+000  -4.8 2.55e-001    -  8.70e-001 6.31e-001h  1
  61 -1.3846104e+002 1.71e-003 1.62e+000  -5.0 3.00e-001    -  1.82e-001 9.11e-001h  1
  62 -1.3845186e+002 2.03e-003 2.64e-001  -5.0 2.75e-001    -  1.00e+000 1.00e+000h  1
  63 -1.3844738e+002 1.44e-003 1.96e+000  -5.0 4.49e-001    -  8.47e-001 2.89e-001h  1
  64 -1.3842527e+002 1.09e-003 1.02e+000  -5.0 2.06e-001    -  1.00e+000 1.00e+000h  1
  65 -1.3844908e+002 1.47e-003 5.44e-001  -5.0 1.85e-001    -  1.00e+000 1.00e+000h  1
  66 -1.3845581e+002 1.46e-003 1.57e+000  -5.0 2.42e-001    -  1.00e+000 5.27e-001h  1
  67 -1.3843250e+002 5.41e-004 8.59e-001  -5.0 9.06e-002    -  1.00e+000 1.00e+000h  1
